Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:45,02:30,06h 45m,630,24 Seats available,New,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
DESTINY TRAVELS,NON A/C Seater (2+1),17:45,01:35,07h 50m,468,31 Seats available,"4.0
2",https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
MAHARATHI TRANSPORT,NON A/C Seater (2+1),20:55,03:45,06h 50m,450,16 Seats available,"3.7
11",https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
MAHARATHI TRANSPORT,Non AC Seater (2+1),20:15,03:45,07h 30m,450,20 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,06:15,10:00,03h 45m,INR 431.11,2 Seats available,"4.5
21",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,10:45,03h 15m,INR 431.11,6 Seats available,"4.5
20",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,14:15,04h 45m,INR 292.5,25 Seats available,"4.7
3",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,14:45,04h 45m,450,24 Seats available,"4.2
7",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Trishul Transport Service(Under ASTC),A/C Seater Push Back (2+1),11:30,14:45,03h 15m,495,6 Seats available,3.9,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Orient Transline,A/C Seater (2+1),11:30,15:00,03h 30m,INR 380.95,34 Seats available,"3.0
1",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Mahalaxmi Travels,A/C Seater (2+2),14:35,17:25,02h 50m,306,39 Seats available,"3.3
4",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Orient Transline,A/C Seater (2+1),12:15,16:30,04h 15m,INR 380.95,34 Seats available,3.0,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Anindita Travels,NON A/C Seater (2+1),12:30,17:15,04h 45m,500,37 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
BAIKUNTHA TRAVELS (UNDER ASTC),A/C Seater/Sleeper (2+1),20:00,23:15,03h 15m,539,17 Seats available,"3.1
3",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Assam State Transport Corporation (ASTC) - 139846,Volvo AC Seater 2+2,06:10,10:45,04h 35m,INR 316,1 Seat available,"4.2
33",https://www.redbus.in/bus-tickets/guwahati-to-tumuki-tezpur-medical,Guwahati to Tumuki (Tezpur Medical)
Assam State Transport Corporation (ASTC) - 82639,A/C Seater (2+1),08:15,16:30,08h 15m,INR 466,1 Seat available,"3.6
64",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,03:00,08h 15m,570,15 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:50,04:30,08h 40m,INR 550,28 Seats available,"2.9
33",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
J.S. Travels,Non AC Seater (2+1),19:00,04:00,09h 00m,INR 500,32 Seats available,"2.6
26",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
MOON TRAVELS,AC Seater (2+2),09:10,17:00,07h 50m,INR 600,16 Seats available,"2.3
22",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,540,12 Seats available,"2.1
16",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),17:00,01:00,08h 00m,558,25 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Neha Travels,NON A/C Sleeper (2+1),17:00,03:15,10h 15m,644,24 Seats available,"3.1
3",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Neha Travels,NON A/C Seater (2+2),17:15,05:00,11h 45m,639,32 Seats available,3.1,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Assam State Transport Corporation (ASTC) - 173420,Bharat Benz A/C Seater (2+2),09:45,15:15,05h 30m,INR 412,10 Seats available,"4.6
20",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),00:00,06:30,06h 30m,INR 500,15 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),00:00,06:00,06h 00m,INR 500,8 Seats available,"3.4
16",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),00:15,06:30,06h 15m,INR 500,15 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),00:30,06:15,05h 45m,INR 610,10 Seats available,"3.8
9",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Aziba Travels,NON A/C Seater (2+1),08:45,14:10,05h 25m,446,23 Seats available,"3.3
9",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),00:45,06:00,05h 15m,550,7 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Kanchan Travels,AC Seater (2+2),04:15,08:45,04h 30m,428,32 Seats available,"4.7
7",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
MAA Anada (UNDER ASTC),AC Seater (2+2),04:00,08:30,04h 30m,INR 427,27 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),04:30,08:55,04h 25m,447,14 Seats available,"4.6
152",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Assam State Transport Corporation (ASTC) - 175510,NON A/C Seater Push Back (2+1),08:45,12:15,03h 30m,INR 200,2 Seats available,"4.3
2",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),11:10,15:30,04h 20m,INR 240,40 Seats available,3.7,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),13:30,18:30,05h 00m,INR 240,40 Seats available,"3.7
2",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),15:30,19:30,04h 00m,INR 240,40 Seats available,3.7,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,A/C Seater Push Back (2+2),16:15,19:30,03h 15m,INR 260,41 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,NON A/C Seater (2+3),16:20,19:30,03h 10m,INR 250,38 Seats available,4.1,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,01:00,05h 20m,INR 400,24 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,02:00,04h 45m,INR 400,28 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Yatra,Non AC Seater (2+2),08:15,15:30,07h 15m,INR 350,37 Seats available,"1.8
37",https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Yatra,Non AC Seater (2+2),06:30,12:45,06h 15m,INR 300,41 Seats available,"1.1
16",https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
SREE CHAITANYA,Non AC Seater (2+2),17:30,23:00,05h 30m,INR 300,43 Seats available,New,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),10:00,17:30,07h 30m,INR 350,34 Seats available,"2.4
6",https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Rizwan Travels,Non AC Seater (2+2),05:15,11:30,06h 15m,INR 300,45 Seats available,1.6,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Rizwan Travels,Non AC Seater (2+2),04:45,11:00,06h 15m,INR 300,45 Seats available,"1.0
3",https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Assam State Transport Corporation (ASTC) - 147480,Bharat Benz A/C Seater (2+2),05:55,09:00,03h 05m,INR 213,1 Seat available,"3.7
277",https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati
Upasana Travels (Under ASTC),A/C Seater (2+2),07:15,10:40,03h 25m,INR 235,23 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati
Volenath,Non AC Seater (2+2),05:30,09:30,04h 00m,INR 234,25 Seats available,"1.0
1",https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati
Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),10:30,15:30,05h 00m,INR 207,4 Seats available,"3.9
116",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Bashudev Transline (Under ASTC),A/C Seater (2+1),06:45,10:30,03h 45m,INR 550,9 Seats available,"4.1
26",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
NETWORK TRAVELS,Bharat Benz A/C Seater / Sleeper (2+2),07:15,10:30,03h 15m,400,20 Seats available,"3.4
24",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Aniruddha Travels,AC Seater (2+2),07:30,11:10,03h 40m,INR 500,1 Seat available,"3.3
6",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Chartered Bus - ASTC,A/C Seater Push Back (2+2),08:00,11:00,03h 00m,INR 647.8,8 Seats available,"4.8
105",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Basudev Transline,A/C Seater (2+2),15:15,19:40,04h 25m,299,27 Seats available,"3.3
66",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,495,41 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,500,44 Seats available,"3.1
36",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Ankur Travels (Under ASTC),NON A/C Push Back (2+2),14:45,19:30,04h 45m,INR 250,37 Seats available,2.9,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),07:30,11:15,03h 45m,INR 870,7 Seats available,"4.7
12",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Assam State Transport Corporation (ASTC) - 154034,A/C Seater (2+1),09:15,15:00,05h 45m,INR 285,5 Seats available,"3.0
1",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:15,05:45,04h 30m,INR 709,1 Seat available,"4.4
3",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Aniruddha Travels,AC Seater (2+2),11:45,17:30,05h 45m,INR 500,4 Seats available,"3.9
27",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Christina Travels,NON A/C Seater (2+2),12:30,18:00,05h 30m,450,2 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,05h 00m,INR 863.35,1 Seat available,"4.4
53",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Assam State Transport Corporation (ASTC) - 138447,NON A/C Seater Push Back (2+1),08:00,16:00,08h 00m,INR 400,6 Seats available,"3.6
62",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:00,08h 30m,INR 600,19 Seats available,"3.8
165",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,585,5 Seats available,"3.3
48",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,540,22 Seats available,"2.9
19",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,INR 550,48 Seats available,"1.9
22",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
MOON TRAVELS,AC Seater (2+2),07:15,15:20,08h 05m,INR 550,21 Seats available,"2.9
19",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),20:30,04:00,07h 30m,INR 550,28 Seats available,"2.3
24",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,05:30,07h 15m,558,25 Seats available,"1.8
16",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),21:50,06:30,08h 40m,644,31 Seats available,"2.1
11",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),22:10,04:00,05h 50m,666,15 Seats available,"1.9
6",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Assam State Transport Corporation (ASTC) - 173420,Bharat Benz A/C Seater (2+2),07:00,10:35,03h 35m,INR 333,18 Seats available,"4.5
28",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Aziba Travels,NON A/C Seater (2+1),05:35,09:45,04h 10m,396,19 Seats available,"4.7
2",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),05:45,10:55,05h 10m,INR 500,37 Seats available,"3.4
3",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),06:30,10:30,04h 00m,INR 450,28 Seats available,"3.0
1",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),07:15,11:30,04h 15m,INR 450,33 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Narayan Travels,AC Seater (2+2),07:20,12:45,05h 25m,399,40 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Sparrow Travels (Under ASTC),A/C Seater Push Back (2+2),10:40,16:00,05h 20m,INR 420,40 Seats available,3.0,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Sparrow Travels (Under ASTC),Non AC Seater (2+2),12:30,18:45,06h 15m,INR 350,40 Seats available,3.0,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Mahadev K.P.,Tata A/C Seater (2+2),05:00,10:15,05h 15m,INR 460,41 Seats available,1.8,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Mahadev K.P.,Tata A/C Seater (2+2),05:20,10:30,05h 10m,INR 460,41 Seats available,"1.8
3",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),07:30,13:15,05h 45m,INR 500,1 Seat available,"4.2
11",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),09:30,15:00,05h 30m,INR 400,15 Seats available,"3.5
39",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,16:30,06h 30m,500,4 Seats available,"4.1
182",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Kanchan Travels,AC Seater (2+2),10:45,17:25,06h 40m,428,19 Seats available,"3.5
28",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Orient Transline,A/C Seater (2+1),11:30,17:10,05h 40m,INR 476.19,8 Seats available,"4.3
146",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Orient Transline,A/C Seater (2+1),12:15,18:55,06h 40m,INR 476.19,11 Seats available,"3.9
8",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Yatra Travels,NON A/C Seater (2+1),18:00,01:30,07h 30m,INR 550,15 Seats available,"3.7
42",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
NORTH EAST TRAVELS(UNDER ASTC),NON A/C Seater (2+1),20:15,02:30,06h 15m,450,20 Seats available,"2.5
13",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,02:00,06h 45m,INR 500,25 Seats available,"4.6
23",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),19:35,02:00,06h 25m,INR 500,18 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
